,ts,actual,forecast,forecast_lower,forecast_upper
3622,2016-06-16,98.17015838623048,97.75929126718766,86.5779986521296,108.94058388224573
3623,2016-06-17,98.77452850341795,97.10948002385334,85.88440189324191,108.33455815446476
3624,2016-06-20,99.82733917236328,96.80620968190588,85.59573290594511,108.01668645786665
3625,2016-06-21,100.1132583618164,96.85050141144687,85.86706948628924,107.8339333366045
3626,2016-06-22,99.37892150878906,97.0899300983013,86.12664198135755,108.05321821524504
3627,2016-06-23,100.95811462402344,97.69118003374032,86.51061722417467,108.87174284330598
3628,2016-06-24,95.2652359008789,98.04084982984119,86.81582068510492,109.26587897457746
3629,2016-06-27,93.25713348388672,98.12601774023457,86.91381447286963,109.33822100759951
3630,2016-06-28,94.68683624267578,98.46028401107783,87.4747049272486,109.44586309490707
3631,2016-06-29,96.4804916381836,98.55898040448783,87.59309537738605,109.5248654315896
3632,2016-06-30,98.6380615234375,98.50415626633344,87.31981951483405,109.68849301783283
3633,2016-07-01,99.00849151611328,98.48108592785722,87.25193956181596,109.71023229389849
3634,2016-07-04,,99.43311638140308,88.12100050254932,110.74523226025684
3635,2016-07-05,98.57308959960938,99.25502234758221,88.16339992517725,110.34664476998718
3636,2016-07-06,99.021484375,98.77813571812554,87.69838439806928,109.8578870381818
3637,2016-07-07,99.17095947265624,99.02936061018481,87.82765596548313,110.23106525488649
3638,2016-07-08,100.37972259521484,99.38421660674533,88.14083542179465,110.627597791696
3639,2016-07-11,100.94512939453124,99.6491662056627,88.42767598803522,110.87065642329017
3640,2016-07-12,102.05642700195312,100.02219601817683,89.02293013581351,111.02146190054015
3641,2016-07-13,102.69327545166016,99.87110587595146,88.89202496656405,110.85018678533886
3642,2016-07-14,104.1620101928711,99.963750753073,88.76861636288722,111.15888514325879
3643,2016-07-15,103.8370590209961,100.04576342456109,88.81391843822473,111.27760841089744
3644,2016-07-18,103.88906860351562,100.63685535368397,89.42557257320456,111.84813813416338
3645,2016-07-19,103.70706939697266,101.23581810399646,90.25166396347166,112.21997224452127
3646,2016-07-20,104.86388397216795,101.51701119161406,90.55340624378083,112.48061613944729
3647,2016-07-21,104.27249145507812,101.64159212519954,90.46107038093209,112.82211386946699
3648,2016-07-22,105.32527923583984,101.87486884914074,90.65057597002463,113.09916172825685
3649,2016-07-25,105.70222473144533,101.03679486907585,89.8271572478037,112.246432490348
3650,2016-07-26,105.35778045654295,100.28034382234127,89.29781434436374,111.26287330031879
3651,2016-07-27,105.16931915283205,99.60541097481021,88.64304484162332,110.5677771079971
3652,2016-07-28,104.870361328125,99.89666860449557,88.71657408453784,111.07676312445331
